,id,country,league,season,stage,winner
589,590,Belgium,Belgium Jupiler League,2010/2011,18,9987
590,591,Belgium,Belgium Jupiler League,2010/2011,18,9997
591,592,Belgium,Belgium Jupiler League,2010/2011,18,8635
592,593,Belgium,Belgium Jupiler League,2010/2011,18,9984
593,594,Belgium,Belgium Jupiler League,2010/2011,18,9994
594,595,Belgium,Belgium Jupiler League,2010/2011,18,9989
595,596,Belgium,Belgium Jupiler League,2010/2011,18,9991
597,598,Belgium,Belgium Jupiler League,2010/2011,19,9985
598,599,Belgium,Belgium Jupiler League,2010/2011,19,9991
599,600,Belgium,Belgium Jupiler League,2010/2011,19,9987
600,601,Belgium,Belgium Jupiler League,2010/2011,19,8571
601,602,Belgium,Belgium Jupiler League,2010/2011,19,8342
603,604,Belgium,Belgium Jupiler League,2010/2011,19,10000
604,605,Belgium,Belgium Jupiler League,2010/2011,2,8342
605,606,Belgium,Belgium Jupiler League,2010/2011,2,9987
607,608,Belgium,Belgium Jupiler League,2010/2011,2,8203
610,611,Belgium,Belgium Jupiler League,2010/2011,2,9985
611,612,Belgium,Belgium Jupiler League,2010/2011,2,10001
612,613,Belgium,Belgium Jupiler League,2010/2011,20,8635
614,615,Belgium,Belgium Jupiler League,2010/2011,20,8203
615,616,Belgium,Belgium Jupiler League,2010/2011,20,10000
616,617,Belgium,Belgium Jupiler League,2010/2011,20,9994
617,618,Belgium,Belgium Jupiler League,2010/2011,20,8571
619,620,Belgium,Belgium Jupiler League,2010/2011,20,6351
620,621,Belgium,Belgium Jupiler League,2010/2011,21,8635
621,622,Belgium,Belgium Jupiler League,2010/2011,21,8342
623,624,Belgium,Belgium Jupiler League,2010/2011,21,9986
624,625,Belgium,Belgium Jupiler League,2010/2011,21,8203
625,626,Belgium,Belgium Jupiler League,2010/2011,21,10000
626,627,Belgium,Belgium Jupiler League,2010/2011,21,9994
627,628,Belgium,Belgium Jupiler League,2010/2011,21,9984
628,629,Belgium,Belgium Jupiler League,2010/2011,22,8342
629,630,Belgium,Belgium Jupiler League,2010/2011,22,9985
631,632,Belgium,Belgium Jupiler League,2010/2011,22,9984
634,635,Belgium,Belgium Jupiler League,2010/2011,22,8635
635,636,Belgium,Belgium Jupiler League,2010/2011,22,9989
636,637,Belgium,Belgium Jupiler League,2010/2011,23,8635
637,638,Belgium,Belgium Jupiler League,2010/2011,23,9991
638,639,Belgium,Belgium Jupiler League,2010/2011,23,9987
639,640,Belgium,Belgium Jupiler League,2010/2011,23,9993
641,642,Belgium,Belgium Jupiler League,2010/2011,23,8342
642,643,Belgium,Belgium Jupiler League,2010/2011,23,10001
643,644,Belgium,Belgium Jupiler League,2010/2011,23,9984
644,645,Belgium,Belgium Jupiler League,2010/2011,24,8342
645,646,Belgium,Belgium Jupiler League,2010/2011,24,9985
647,648,Belgium,Belgium Jupiler League,2010/2011,24,9987
648,649,Belgium,Belgium Jupiler League,2010/2011,24,6351
649,650,Belgium,Belgium Jupiler League,2010/2011,24,8571
651,652,Belgium,Belgium Jupiler League,2010/2011,24,9989
652,653,Belgium,Belgium Jupiler League,2010/2011,25,8635
653,654,Belgium,Belgium Jupiler League,2010/2011,25,9991
654,655,Belgium,Belgium Jupiler League,2010/2011,25,9987
656,657,Belgium,Belgium Jupiler League,2010/2011,25,9986
657,658,Belgium,Belgium Jupiler League,2010/2011,25,9985
658,659,Belgium,Belgium Jupiler League,2010/2011,25,10001
659,660,Belgium,Belgium Jupiler League,2010/2011,25,8203
660,661,Belgium,Belgium Jupiler League,2010/2011,26,8342
661,662,Belgium,Belgium Jupiler League,2010/2011,26,8635
662,663,Belgium,Belgium Jupiler League,2010/2011,26,9987
665,666,Belgium,Belgium Jupiler League,2010/2011,26,9991
666,667,Belgium,Belgium Jupiler League,2010/2011,26,8203
668,669,Belgium,Belgium Jupiler League,2010/2011,27,8342
669,670,Belgium,Belgium Jupiler League,2010/2011,27,9991
670,671,Belgium,Belgium Jupiler League,2010/2011,27,9987
671,672,Belgium,Belgium Jupiler League,2010/2011,27,9993
673,674,Belgium,Belgium Jupiler League,2010/2011,27,9986
675,676,Belgium,Belgium Jupiler League,2010/2011,27,10001
678,679,Belgium,Belgium Jupiler League,2010/2011,28,9997
679,680,Belgium,Belgium Jupiler League,2010/2011,28,9994
680,681,Belgium,Belgium Jupiler League,2010/2011,28,8571
683,684,Belgium,Belgium Jupiler League,2010/2011,28,10001
684,685,Belgium,Belgium Jupiler League,2010/2011,29,8342
685,686,Belgium,Belgium Jupiler League,2010/2011,29,9991
686,687,Belgium,Belgium Jupiler League,2010/2011,29,10001
688,689,Belgium,Belgium Jupiler League,2010/2011,29,9997
689,690,Belgium,Belgium Jupiler League,2010/2011,29,9985
692,693,Belgium,Belgium Jupiler League,2010/2011,3,8635
694,695,Belgium,Belgium Jupiler League,2010/2011,3,9991
695,696,Belgium,Belgium Jupiler League,2010/2011,3,9987
696,697,Belgium,Belgium Jupiler League,2010/2011,3,8571
697,698,Belgium,Belgium Jupiler League,2010/2011,3,8203
699,700,Belgium,Belgium Jupiler League,2010/2011,3,9984
700,701,Belgium,Belgium Jupiler League,2010/2011,30,8635
701,702,Belgium,Belgium Jupiler League,2010/2011,30,9985
702,703,Belgium,Belgium Jupiler League,2010/2011,30,9994
704,705,Belgium,Belgium Jupiler League,2010/2011,30,8203
707,708,Belgium,Belgium Jupiler League,2010/2011,30,9987
708,709,Belgium,Belgium Jupiler League,2010/2011,4,8203
710,711,Belgium,Belgium Jupiler League,2010/2011,4,9997
711,712,Belgium,Belgium Jupiler League,2010/2011,4,10000
712,713,Belgium,Belgium Jupiler League,2010/2011,4,9991
713,714,Belgium,Belgium Jupiler League,2010/2011,4,8635
714,715,Belgium,Belgium Jupiler League,2010/2011,4,8571
715,716,Belgium,Belgium Jupiler League,2010/2011,4,9987
717,718,Belgium,Belgium Jupiler League,2010/2011,5,9985
718,719,Belgium,Belgium Jupiler League,2010/2011,5,9991
719,720,Belgium,Belgium Jupiler League,2010/2011,5,9987
720,721,Belgium,Belgium Jupiler League,2010/2011,5,9986
722,723,Belgium,Belgium Jupiler League,2010/2011,5,8342
725,726,Belgium,Belgium Jupiler League,2010/2011,6,9985
726,727,Belgium,Belgium Jupiler League,2010/2011,6,9993
727,728,Belgium,Belgium Jupiler League,2010/2011,6,8635
729,730,Belgium,Belgium Jupiler League,2010/2011,6,9994
730,731,Belgium,Belgium Jupiler League,2010/2011,6,8571
732,733,Belgium,Belgium Jupiler League,2010/2011,7,8635
733,734,Belgium,Belgium Jupiler League,2010/2011,7,9991
734,735,Belgium,Belgium Jupiler League,2010/2011,7,9987
735,736,Belgium,Belgium Jupiler League,2010/2011,7,8342
736,737,Belgium,Belgium Jupiler League,2010/2011,7,8203
737,738,Belgium,Belgium Jupiler League,2010/2011,7,9993
738,739,Belgium,Belgium Jupiler League,2010/2011,7,10001
739,740,Belgium,Belgium Jupiler League,2010/2011,7,9984
740,741,Belgium,Belgium Jupiler League,2010/2011,8,8342
741,742,Belgium,Belgium Jupiler League,2010/2011,8,9985
742,743,Belgium,Belgium Jupiler League,2010/2011,8,9987
743,744,Belgium,Belgium Jupiler League,2010/2011,8,10000
744,745,Belgium,Belgium Jupiler League,2010/2011,8,9994
745,746,Belgium,Belgium Jupiler League,2010/2011,8,10001
748,749,Belgium,Belgium Jupiler League,2010/2011,9,8635
749,750,Belgium,Belgium Jupiler League,2010/2011,9,9991
750,751,Belgium,Belgium Jupiler League,2010/2011,9,9987
751,752,Belgium,Belgium Jupiler League,2010/2011,9,9993
752,753,Belgium,Belgium Jupiler League,2010/2011,9,9989
753,754,Belgium,Belgium Jupiler League,2010/2011,9,9994
754,755,Belgium,Belgium Jupiler League,2010/2011,9,9985
755,756,Belgium,Belgium Jupiler League,2010/2011,9,9984
756,757,Belgium,Belgium Jupiler League,2011/2012,1,1773
758,759,Belgium,Belgium Jupiler League,2011/2012,1,9987
759,760,Belgium,Belgium Jupiler League,2011/2012,1,9984
762,763,Belgium,Belgium Jupiler League,2011/2012,1,8203
763,764,Belgium,Belgium Jupiler League,2011/2012,1,8342
764,765,Belgium,Belgium Jupiler League,2011/2012,10,8342
765,766,Belgium,Belgium Jupiler League,2011/2012,10,8635
766,767,Belgium,Belgium Jupiler League,2011/2012,10,9993
767,768,Belgium,Belgium Jupiler League,2011/2012,10,9989
769,770,Belgium,Belgium Jupiler League,2011/2012,10,9994
770,771,Belgium,Belgium Jupiler League,2011/2012,10,9984
771,772,Belgium,Belgium Jupiler League,2011/2012,10,9998
772,773,Belgium,Belgium Jupiler League,2011/2012,11,9985
773,774,Belgium,Belgium Jupiler League,2011/2012,11,9987
774,775,Belgium,Belgium Jupiler League,2011/2012,11,9991
776,777,Belgium,Belgium Jupiler League,2011/2012,11,8571
777,778,Belgium,Belgium Jupiler League,2011/2012,11,9997
778,779,Belgium,Belgium Jupiler League,2011/2012,11,8635
779,780,Belgium,Belgium Jupiler League,2011/2012,11,9984
780,781,Belgium,Belgium Jupiler League,2011/2012,12,9987
781,782,Belgium,Belgium Jupiler League,2011/2012,12,8635
784,785,Belgium,Belgium Jupiler League,2011/2012,12,1773
785,786,Belgium,Belgium Jupiler League,2011/2012,12,8571
786,787,Belgium,Belgium Jupiler League,2011/2012,12,8203
788,789,Belgium,Belgium Jupiler League,2011/2012,13,9985
790,791,Belgium,Belgium Jupiler League,2011/2012,13,9991
791,792,Belgium,Belgium Jupiler League,2011/2012,13,9993
793,794,Belgium,Belgium Jupiler League,2011/2012,13,9989
794,795,Belgium,Belgium Jupiler League,2011/2012,13,9994
795,796,Belgium,Belgium Jupiler League,2011/2012,13,9984
796,797,Belgium,Belgium Jupiler League,2011/2012,14,8342
797,798,Belgium,Belgium Jupiler League,2011/2012,14,8635
798,799,Belgium,Belgium Jupiler League,2011/2012,14,9987
799,800,Belgium,Belgium Jupiler League,2011/2012,14,9985
801,802,Belgium,Belgium Jupiler League,2011/2012,14,9991
803,804,Belgium,Belgium Jupiler League,2011/2012,14,9998
804,805,Belgium,Belgium Jupiler League,2011/2012,15,9985
805,806,Belgium,Belgium Jupiler League,2011/2012,15,9991
806,807,Belgium,Belgium Jupiler League,2011/2012,15,8571
807,808,Belgium,Belgium Jupiler League,2011/2012,15,9997
808,809,Belgium,Belgium Jupiler League,2011/2012,15,8635
809,810,Belgium,Belgium Jupiler League,2011/2012,15,8342
810,811,Belgium,Belgium Jupiler League,2011/2012,15,10001
814,815,Belgium,Belgium Jupiler League,2011/2012,16,9993
815,816,Belgium,Belgium Jupiler League,2011/2012,16,9998
818,819,Belgium,Belgium Jupiler League,2011/2012,16,8342
819,820,Belgium,Belgium Jupiler League,2011/2012,16,8571
820,821,Belgium,Belgium Jupiler League,2011/2012,17,8342
821,822,Belgium,Belgium Jupiler League,2011/2012,17,9987
824,825,Belgium,Belgium Jupiler League,2011/2012,17,8571
825,826,Belgium,Belgium Jupiler League,2011/2012,17,8203
826,827,Belgium,Belgium Jupiler League,2011/2012,17,9984
827,828,Belgium,Belgium Jupiler League,2011/2012,17,9993
828,829,Belgium,Belgium Jupiler League,2011/2012,18,8635
831,832,Belgium,Belgium Jupiler League,2011/2012,18,9998
832,833,Belgium,Belgium Jupiler League,2011/2012,18,1773
833,834,Belgium,Belgium Jupiler League,2011/2012,18,9989
834,835,Belgium,Belgium Jupiler League,2011/2012,18,10001
835,836,Belgium,Belgium Jupiler League,2011/2012,18,9991
836,837,Belgium,Belgium Jupiler League,2011/2012,19,8342
837,838,Belgium,Belgium Jupiler League,2011/2012,19,9987
838,839,Belgium,Belgium Jupiler League,2011/2012,19,9991
841,842,Belgium,Belgium Jupiler League,2011/2012,19,8571
844,845,Belgium,Belgium Jupiler League,2011/2012,2,8635
845,846,Belgium,Belgium Jupiler League,2011/2012,2,9985
848,849,Belgium,Belgium Jupiler League,2011/2012,2,10000
852,853,Belgium,Belgium Jupiler League,2011/2012,20,8635
853,854,Belgium,Belgium Jupiler League,2011/2012,20,9985
857,858,Belgium,Belgium Jupiler League,2011/2012,20,8203
858,859,Belgium,Belgium Jupiler League,2011/2012,20,9989
859,860,Belgium,Belgium Jupiler League,2011/2012,20,9984
860,861,Belgium,Belgium Jupiler League,2011/2012,21,8203
861,862,Belgium,Belgium Jupiler League,2011/2012,21,9987
863,864,Belgium,Belgium Jupiler League,2011/2012,21,9993
864,865,Belgium,Belgium Jupiler League,2011/2012,21,9994
865,866,Belgium,Belgium Jupiler League,2011/2012,21,8635
868,869,Belgium,Belgium Jupiler League,2011/2012,22,8342
869,870,Belgium,Belgium Jupiler League,2011/2012,22,8635
870,871,Belgium,Belgium Jupiler League,2011/2012,22,9985
871,872,Belgium,Belgium Jupiler League,2011/2012,22,10001
872,873,Belgium,Belgium Jupiler League,2011/2012,22,8571
873,874,Belgium,Belgium Jupiler League,2011/2012,22,8203
875,876,Belgium,Belgium Jupiler League,2011/2012,22,10000
876,877,Belgium,Belgium Jupiler League,2011/2012,23,9987
877,878,Belgium,Belgium Jupiler League,2011/2012,23,9991
879,880,Belgium,Belgium Jupiler League,2011/2012,23,9994
881,882,Belgium,Belgium Jupiler League,2011/2012,23,8342
882,883,Belgium,Belgium Jupiler League,2011/2012,23,9989
883,884,Belgium,Belgium Jupiler League,2011/2012,23,9985
884,885,Belgium,Belgium Jupiler League,2011/2012,24,8342
885,886,Belgium,Belgium Jupiler League,2011/2012,24,8635
886,887,Belgium,Belgium Jupiler League,2011/2012,24,9984
887,888,Belgium,Belgium Jupiler League,2011/2012,24,10000
888,889,Belgium,Belgium Jupiler League,2011/2012,24,9994
890,891,Belgium,Belgium Jupiler League,2011/2012,24,9985
891,892,Belgium,Belgium Jupiler League,2011/2012,24,9991
892,893,Belgium,Belgium Jupiler League,2011/2012,25,8635
893,894,Belgium,Belgium Jupiler League,2011/2012,25,9994
894,895,Belgium,Belgium Jupiler League,2011/2012,25,8342
895,896,Belgium,Belgium Jupiler League,2011/2012,25,9993
897,898,Belgium,Belgium Jupiler League,2011/2012,25,9989
898,899,Belgium,Belgium Jupiler League,2011/2012,25,1773
899,900,Belgium,Belgium Jupiler League,2011/2012,25,9984
900,901,Belgium,Belgium Jupiler League,2011/2012,26,8342
901,902,Belgium,Belgium Jupiler League,2011/2012,26,8635
903,904,Belgium,Belgium Jupiler League,2011/2012,26,10000
904,905,Belgium,Belgium Jupiler League,2011/2012,26,9984
906,907,Belgium,Belgium Jupiler League,2011/2012,26,8203
907,908,Belgium,Belgium Jupiler League,2011/2012,26,9987
909,910,Belgium,Belgium Jupiler League,2011/2012,27,9987
910,911,Belgium,Belgium Jupiler League,2011/2012,27,9993
911,912,Belgium,Belgium Jupiler League,2011/2012,27,9994
913,914,Belgium,Belgium Jupiler League,2011/2012,27,8203
914,915,Belgium,Belgium Jupiler League,2011/2012,27,9984
915,916,Belgium,Belgium Jupiler League,2011/2012,27,9991
916,917,Belgium,Belgium Jupiler League,2011/2012,28,8342
917,918,Belgium,Belgium Jupiler League,2011/2012,28,8635
918,919,Belgium,Belgium Jupiler League,2011/2012,28,9997
920,921,Belgium,Belgium Jupiler League,2011/2012,28,9994
921,922,Belgium,Belgium Jupiler League,2011/2012,28,8571
922,923,Belgium,Belgium Jupiler League,2011/2012,28,9991
923,924,Belgium,Belgium Jupiler League,2011/2012,28,9998
924,925,Belgium,Belgium Jupiler League,2011/2012,29,9985
925,926,Belgium,Belgium Jupiler League,2011/2012,29,9991
928,929,Belgium,Belgium Jupiler League,2011/2012,29,10000
930,931,Belgium,Belgium Jupiler League,2011/2012,29,10001
931,932,Belgium,Belgium Jupiler League,2011/2012,29,8342
932,933,Belgium,Belgium Jupiler League,2011/2012,3,8342
934,935,Belgium,Belgium Jupiler League,2011/2012,3,9991
935,936,Belgium,Belgium Jupiler League,2011/2012,3,9993
936,937,Belgium,Belgium Jupiler League,2011/2012,3,8635
937,938,Belgium,Belgium Jupiler League,2011/2012,3,8571
938,939,Belgium,Belgium Jupiler League,2011/2012,3,8203
939,940,Belgium,Belgium Jupiler League,2011/2012,3,9998
940,941,Belgium,Belgium Jupiler League,2011/2012,30,8342
941,942,Belgium,Belgium Jupiler League,2011/2012,30,8635
942,943,Belgium,Belgium Jupiler League,2011/2012,30,9987
943,944,Belgium,Belgium Jupiler League,2011/2012,30,1773
944,945,Belgium,Belgium Jupiler League,2011/2012,30,9994
945,946,Belgium,Belgium Jupiler League,2011/2012,30,8571
946,947,Belgium,Belgium Jupiler League,2011/2012,30,9985
947,948,Belgium,Belgium Jupiler League,2011/2012,30,9998
948,949,Belgium,Belgium Jupiler League,2011/2012,4,9985
949,950,Belgium,Belgium Jupiler League,2011/2012,4,9994
951,952,Belgium,Belgium Jupiler League,2011/2012,4,8203
953,954,Belgium,Belgium Jupiler League,2011/2012,4,9991
954,955,Belgium,Belgium Jupiler League,2011/2012,4,9984
958,959,Belgium,Belgium Jupiler League,2011/2012,5,9991
960,961,Belgium,Belgium Jupiler League,2011/2012,5,1773
961,962,Belgium,Belgium Jupiler League,2011/2012,5,8571
962,963,Belgium,Belgium Jupiler League,2011/2012,5,9998
963,964,Belgium,Belgium Jupiler League,2011/2012,5,9984
964,965,Belgium,Belgium Jupiler League,2011/2012,6,8635
965,966,Belgium,Belgium Jupiler League,2011/2012,6,9985
966,967,Belgium,Belgium Jupiler League,2011/2012,6,9987
967,968,Belgium,Belgium Jupiler League,2011/2012,6,9991
968,969,Belgium,Belgium Jupiler League,2011/2012,6,1773
969,970,Belgium,Belgium Jupiler League,2011/2012,6,8342
970,971,Belgium,Belgium Jupiler League,2011/2012,6,9984
972,973,Belgium,Belgium Jupiler League,2011/2012,7,9987
973,974,Belgium,Belgium Jupiler League,2011/2012,7,8635
974,975,Belgium,Belgium Jupiler League,2011/2012,7,9993
975,976,Belgium,Belgium Jupiler League,2011/2012,7,8342
976,977,Belgium,Belgium Jupiler League,2011/2012,7,8571
977,978,Belgium,Belgium Jupiler League,2011/2012,7,9998
978,979,Belgium,Belgium Jupiler League,2011/2012,7,10001
980,981,Belgium,Belgium Jupiler League,2011/2012,8,8342
981,982,Belgium,Belgium Jupiler League,2011/2012,8,8635
983,984,Belgium,Belgium Jupiler League,2011/2012,8,9991
984,985,Belgium,Belgium Jupiler League,2011/2012,8,10000
986,987,Belgium,Belgium Jupiler League,2011/2012,8,9994
988,989,Belgium,Belgium Jupiler League,2011/2012,9,9985
989,990,Belgium,Belgium Jupiler League,2011/2012,9,8635
990,991,Belgium,Belgium Jupiler League,2011/2012,9,9991
992,993,Belgium,Belgium Jupiler League,2011/2012,9,8571
997,998,Belgium,Belgium Jupiler League,2012/2013,1,9994
998,999,Belgium,Belgium Jupiler League,2012/2013,1,9998
999,1000,Belgium,Belgium Jupiler League,2012/2013,1,10000
1000,1001,Belgium,Belgium Jupiler League,2012/2013,1,8203
1001,1002,Belgium,Belgium Jupiler League,2012/2013,1,8342
1002,1003,Belgium,Belgium Jupiler League,2012/2013,1,9991
1005,1006,Belgium,Belgium Jupiler League,2012/2013,10,9985
1007,1008,Belgium,Belgium Jupiler League,2012/2013,10,1773
1008,1009,Belgium,Belgium Jupiler League,2012/2013,10,10000
1010,1011,Belgium,Belgium Jupiler League,2012/2013,10,8571
1012,1013,Belgium,Belgium Jupiler League,2012/2013,11,8635
1013,1014,Belgium,Belgium Jupiler League,2012/2013,11,9987
1014,1015,Belgium,Belgium Jupiler League,2012/2013,11,8571
1015,1016,Belgium,Belgium Jupiler League,2012/2013,11,9994
1016,1017,Belgium,Belgium Jupiler League,2012/2013,11,1773
1017,1018,Belgium,Belgium Jupiler League,2012/2013,11,9986
1018,1019,Belgium,Belgium Jupiler League,2012/2013,11,9998
1019,1020,Belgium,Belgium Jupiler League,2012/2013,11,8203
1020,1021,Belgium,Belgium Jupiler League,2012/2013,12,9994
1021,1022,Belgium,Belgium Jupiler League,2012/2013,12,9985
1022,1023,Belgium,Belgium Jupiler League,2012/2013,12,9991
1023,1024,Belgium,Belgium Jupiler League,2012/2013,12,1773
1024,1025,Belgium,Belgium Jupiler League,2012/2013,12,9986
1026,1027,Belgium,Belgium Jupiler League,2012/2013,12,8203
1027,1028,Belgium,Belgium Jupiler League,2012/2013,12,10000
1028,1029,Belgium,Belgium Jupiler League,2012/2013,13,8635
1029,1030,Belgium,Belgium Jupiler League,2012/2013,13,9985
1030,1031,Belgium,Belgium Jupiler League,2012/2013,13,10000
1031,1032,Belgium,Belgium Jupiler League,2012/2013,13,1773
